sr_no,dev_sorts,structure,finish_gsm,finish_width,cotton_yarn_costing,wastage,dyeing_cost_rs,dyed_yarn_cost_rs,cotton_dyed_proportion_cost,polyester_cost,spandex_cost,melange_cost,col_14,kora_yarn_cost,reactive_yarn_cost,cooltex_yarn_cost,recycle_yarn_cost,dyed_poly_yarn_cost,micro_modal,viscose,raw_material_cost,knittng__processing_cost,wastage_2,costing,margin,selling_price,conversion_rcvd,currency_rate,discount_if_any,sort_no,96cotton4elastane,price_usdkg,price_usdmtrs,price_usdyds,linear_mtrskg,linear_ydgskg,width_cms,width_inch,weight_gsm,weight_ozssq_yds,price_per_kg_inr,freight_inr_per_kg,commission,lc_days__interest_15_pm,lc_days_interest_amount,col_47,total_cost_pricefreightcomlc_int,inr__kg,col_50,total_cost_usd__kg,col_52
133,20738,PIQUE STRIPE,195,175,230.0,6.9,110,346.9,249.768,0.0,13.4,0.0,,0.0,82.8,0.0,0.0,0,0,0,345.968,90,43.5968,479.5648,47.95648,527.52128,181.55328,87,0,20738,,6.53904993103448,2.23145078896552,2.04720255868396,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,527.52128,15,26.376064,0,0,,568.897344,,,6.53904993103448,
134,20742,DOTTED FLEECE STRIPE,315,180,285.0,8.55,110,403.55,282.485,21.28,16.75,0.0,,0.0,21.0,0.0,0.0,0,0,0,341.515,90,43.1515,474.6665,47.46665,522.13315,180.61815,87,0,20742,,6.47402077586207,3.67076977991379,3.36767869716862,1.763668430335097,1.9223985890652557,180,70.86614173228347,315,9.29203539823009,522.13315,15,26.1066575,0,0,,563.2398075,,,6.47402077586207,
135,20743,2/1 TWILL,390,150,285.0,8.55,110,403.55,205.8105,43.67,59.25,0.0,,0.0,0.0,0.0,0.0,0,0,0,308.7305,90,39.87305,438.60355,43.860355,482.463905,173.733405,87,0,20743,,5.99525402586207,3.50722360512931,3.21763633498102,1.7094017094017093,1.8632478632478633,150,59.05511811023622,390,11.504424778761063,482.463905,15,24.12319525,0,0,,521.58710025,,,5.99525402586207,
136,20744,2/1 TWILL,390,150,220.0,6.6,110,336.6,171.666,43.67,59.25,0.0,,0.0,0.0,0.0,0.0,0,0,0,274.586,90,36.4586,401.0446,40.10446,441.14906,166.56306,87,0,20744,,5.4966265862069,3.21552655293103,2.95002436048719,1.7094017094017093,1.8632478632478633,150,59.05511811023622,390,11.504424778761063,441.14906,15,22.057453,0,0,,478.206513,,,5.4966265862069,
137,20746,3/1 TWILL,410,160,220.0,6.6,110,336.6,319.77,0.0,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,336.52,90,42.652,469.172,46.9172,516.0892,179.5692,87,0,20746,,6.40107655172414,4.19910621793103,3.8523910256248,1.524390243902439,1.6615853658536588,160,62.99212598425197,410,12.09439528023599,516.0892,15,25.80446,0,0,,556.89366,,,6.40107655172414,
138,20751,PLAITED SINGLE JERSEY,220,175,230.0,6.9,110,346.9,256.706,31.98,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,288.686,90,37.8686,416.5546,41.65546,458.21006,169.52406,87,0,20751,,5.70253520689655,2.19547605465517,2.01419821527997,2.5974025974025974,2.8311688311688314,175,68.89763779527559,220,6.489675516224189,458.21006,15,22.910503,0,0,,496.120563,,,5.70253520689655,
139,20752,PLAITED SINGLE JERSEY,220,178,295.0,8.85,110,413.85,306.249,31.98,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,338.229,90,42.8229,471.0519,47.10519,518.15709,179.92809,87,0,20752,,6.42603384482759,2.51643485363448,2.30865582902246,2.553626149131767,2.7834525025536263,178,70.07874015748031,220,6.489675516224189,518.15709,15,25.9078545,0,0,,559.0649445,,,6.42603384482759,
140,20755,PIQUE STRIPE,195,175,230.0,6.9,110,346.9,166.512,0.0,13.4,0.0,,0.0,168.0,0.0,0.0,0,0,0,347.912,90,43.7912,481.7032,48.17032,529.87352,181.96152,87,0,20755,INDIGO,6.56743903448276,2.24113857051724,2.05609043166719,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,529.87352,15,26.493676,0,0,,571.367196,,,6.56743903448276,
141,20756,PIQUE STRIPE,195,175,230.0,6.9,110,346.9,249.768,0.0,13.4,0.0,,0.0,84.0,0.0,0.0,0,0,0,347.168,90,43.7168,480.8848,48.08848,528.97328,181.80528,87,0,20756,INDIGO,6.55657406896552,2.23743090103448,2.05268890003164,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,528.97328,15,26.448664,0,0,,570.421944,,,6.55657406896552,
142,20757,PIQUE STRIPE,195,175,230.0,6.9,110,346.9,263.644,0.0,13.4,0.0,,0.0,70.0,0.0,0.0,0,0,0,347.044,90,43.7044,480.7484,48.07484,528.82324,181.77924,87,0,20757,INDIGO,6.55476324137931,2.23681295612069,2.05212197809238,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,528.82324,15,26.441162,0,0,,570.264402,,,6.55476324137931,
143,20759,PIQUE STRIPE,195,175,285.0,8.55,110,403.55,403.55,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,403.55,90,49.355,542.905,54.2905,597.1955,193.6455,87,0,20759,INDIGO,7.37994568965517,2.51840646659483,2.31046464825214,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,597.1955,15,29.859775,0,0,,642.055275,,,7.37994568965517,
144,20765,SINGLE JERSEY STRIPE,185,165,230.0,6.9,110,346.9,249.768,0.0,13.4,0.0,,0.0,84.0,0.0,0.0,0,0,0,347.168,90,43.7168,480.8848,48.08848,528.97328,181.80528,87,0,20765,INDIGO,6.55657406896552,2.00139423455172,1.83614149958874,3.276003276003276,3.570843570843571,165,64.96062992125984,185,5.457227138643068,528.97328,15,26.448664,0,0,,570.421944,,,6.55657406896552,
145,20766,SINGLE JERSEY STRIPE,185,165,230.0,6.9,110,346.9,263.644,0.0,13.4,0.0,,0.0,70.0,0.0,0.0,0,0,0,347.044,90,43.7044,480.7484,48.07484,528.82324,181.77924,87,0,20766,INDIGO,6.55476324137931,2.00084147943103,1.83563438479911,3.276003276003276,3.570843570843571,165,64.96062992125984,185,5.457227138643068,528.82324,15,26.441162,0,0,,570.264402,,,6.55476324137931,
146,20768,SINGLE JERSEY STRIPE,185,165,230.0,6.9,110,346.9,166.512,0.0,13.4,0.0,,0.0,168.0,0.0,0.0,0,0,0,347.912,90,43.7912,481.7032,48.17032,529.87352,181.96152,87,0,20768,INDIGO,6.56743903448276,2.00471076527586,1.83918418832648,3.276003276003276,3.570843570843571,165,64.96062992125984,185,5.457227138643068,529.87352,15,26.493676,0,0,,571.367196,,,6.56743903448276,
147,20771,SINGLE JERSEY STRIPE,185,165,,#VALUE!,110,#VALUE!,#VALUE!,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,#VALUE!,90,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,87,0,20771,INDIGO,#VALUE!,#VALUE!,#VALUE!,3.276003276003276,3.570843570843571,165,64.96062992125984,185,5.457227138643068,#VALUE!,15,#VALUE!,0,#VALUE!,,#VALUE!,,,#VALUE!,
148,20772,SINGLE JERSEY STRIPE,185,165,230.0,6.9,110,346.9,166.512,0.0,13.4,0.0,,0.0,168.0,0.0,0.0,0,0,0,347.912,90,43.7912,481.7032,48.17032,529.87352,181.96152,87,0,20772,INDIGO,6.56743903448276,2.00471076527586,1.83918418832648,3.276003276003276,3.570843570843571,165,64.96062992125984,185,5.457227138643068,529.87352,15,26.493676,0,0,,571.367196,,,6.56743903448276,
149,20773,3/1 TWILL,310,140,230.0,6.9,110,346.9,329.555,0.0,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.305,90,43.6305,479.9355,47.99355,527.92905,181.62405,87,0,20773,,6.54397129310345,2.8400835412069,2.60558123046504,2.304147465437788,2.511520737327189,140,55.118110236220474,310,9.144542772861357,527.92905,15,26.3964525,0,0,,569.3255025,,,6.54397129310345,
150,20774,3/1 TWILL,390,142,220.0,6.6,110,336.6,309.672,0.0,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,336.472,90,42.6472,469.1192,46.91192,516.03112,179.55912,87,0,20774,,6.4003755862069,3.54452799964138,3.25186055012971,1.8057060310581439,1.968219573853377,142,55.90551181102362,390,11.504424778761063,516.03112,15,25.801556,0,0,,556.832676,,,6.4003755862069,
151,20776,FRENCH TERRY,250,160,295.0,8.85,110,413.85,339.357,17.220000000000002,14.200000000000001,0.0,,0.0,0.0,0.0,0.0,0,0,0,370.777,90,46.0777,506.8547,50.68547,557.54017,186.76317,87,0,20776,,6.90134687931034,2.76053875172414,2.53260435937994,2.5,2.725,160,62.99212598425197,250,7.374631268436579,557.54017,15,27.8770085,0,0,,600.4171785,,,6.90134687931034,
152,20791,FRENCH TERRY,360,165,225.0,6.75,110,341.75,215.3025,35.97,13.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,264.6725,90,35.46725,390.13975,39.013975,429.153725,164.481225,87,0,20791,,5.35185530172414,3.17900204922414,2.91651564149003,1.6835016835016836,1.8350168350168352,165,64.96062992125984,360,10.619469026548673,429.153725,15,21.45768625,0,0,,465.61141125,,,5.35185530172414,
153,20792,FRENCH TERRY,200,195,225.0,6.75,110,341.75,341.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.75,90,43.175,474.925,47.4925,522.4175,180.6675,87,0,20792,,6.4774525862069,2.52620650862069,2.31762065011072,2.5641025641025643,2.794871794871795,195,76.77165354330708,200,5.899705014749263,522.4175,15,26.120875,0,0,,563.538375,,,6.4774525862069,
154,20793,SINGLE JERSEY,155,155,230.0,6.9,110,346.9,346.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.9,90,43.69,480.59,48.059,528.649,181.749,87,0,20793,,6.55266034482759,1.57427664784483,1.44429050260993,4.1623309053069715,4.536940686784599,155,61.023622047244096,155,4.572271386430678,528.649,15,26.43245,0,0,,570.08145,,,6.55266034482759,
155,20794,FRENCH TERRY,210,188,225.0,6.75,110,341.75,341.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.75,90,43.175,474.925,47.4925,522.4175,180.6675,87,0,20794,,6.4774525862069,2.55729828103448,2.34614521195824,2.5329280648429586,2.760891590678825,188,74.01574803149606,210,6.1946902654867255,522.4175,15,26.120875,0,0,,563.538375,,,6.4774525862069,
156,20795,PIQUE,200,235,285.0,8.55,110,403.55,403.55,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,403.55,90,49.355,542.905,54.2905,597.1955,193.6455,87,0,20795,,7.37994568965517,3.46857447413793,3.1821784166403,2.127659574468085,2.319148936170213,235,92.51968503937007,200,5.899705014749263,597.1955,15,29.859775,0,0,,642.055275,,,7.37994568965517,
157,20797,DOTTED FLEECE STRIPE,320,175,285.0,8.55,110,403.55,270.3785,22.400000000000002,16.75,0.0,,0.0,28.0,0.0,0.0,0,0,0,337.5285,90,42.75285,470.28135,47.028135,517.309485,179.780985,87,0,20797,,6.41580412931035,3.59285031241379,3.29619294716862,1.7857142857142858,1.9464285714285716,175,68.89763779527559,320,9.43952802359882,517.309485,15,25.86547425,0,0,,558.17495925,,,6.41580412931035,
158,20798,DOTTED FLEECE STRIPE,320,175,220.0,6.6,110,336.6,225.522,22.400000000000002,16.75,0.0,,0.0,28.0,0.0,0.0,0,0,0,292.672,90,38.2672,420.9392,42.09392,463.03312,170.36112,87,0,20798,,5.76074455172414,3.22601694896552,2.95964857703258,1.7857142857142858,1.9464285714285716,175,68.89763779527559,320,9.43952802359882,463.03312,15,23.151656,0,0,,501.184776,,,5.76074455172414,
159,20802,FRENCH TERRY,310,152,230.0,6.9,110,346.9,280.989,15.73,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,316.819,90,40.6819,447.5009,44.75009,492.25099,175.43199,87,0,20802,,6.11337401724138,2.88062183692414,2.64277232745334,2.1222410865874366,2.3132427843803063,152,59.84251968503937,310,9.144542772861357,492.25099,15,24.6125495,0,0,,531.8635395,,,6.11337401724138,
160,20804,FRENCH TERRY,280,180,230.0,6.9,110,346.9,235.892,29.700000000000003,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,282.342,90,37.2342,409.5762,40.95762,450.53382,168.19182,87,0,20804,,5.60989093103448,2.82738502924138,2.5939312194875,1.9841269841269842,2.162698412698413,180,70.86614173228347,280,8.259587020648969,450.53382,15,22.526691,0,0,,488.060511,,,5.60989093103448,
161,20806,FRENCH TERRY,340,168,230.0,6.9,110,346.9,204.671,0.0,16.75,40.32,,0.0,0.0,0.0,0.0,0,0,0,261.741,90,35.1741,386.9151,38.69151,425.60661,163.86561,87,0,20806,,5.30904529310345,3.03252667142069,2.78213456093641,1.750700280112045,1.9082633053221292,168,66.14173228346456,340,10.029498525073747,425.60661,15,21.2803305,0,0,,461.8869405,,,5.30904529310345,
162,20809,2/1 TUCK TWILL,310,165,225.0,6.75,110,341.75,256.3125,21.28,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,297.6925,90,38.76925,426.46175,42.646175,469.107925,171.415425,87,0,20809,,5.8340611637931,2.98412228528017,2.73772686722952,1.9550342130987293,2.130987292277615,165,64.96062992125984,310,9.144542772861357,469.107925,15,23.45539625,0,0,,507.56332125,,,5.8340611637931,
163,20813,FRENCH TERRY,350,165,230.0,6.9,110,346.9,225.485,0.0,30.15,0.0,,0.0,0.0,0.0,59.800000000000004,0,0,0,315.435,90,40.5435,445.9785,44.59785,490.57635,175.14135,87,0,20813,,6.09316284482759,3.51880154288793,3.22825829622746,1.7316017316017316,1.8874458874458875,165,64.96062992125984,350,10.32448377581121,490.57635,15,24.5288175,0,0,,530.1051675,,,6.09316284482759,
164,20815,3/1 TWILL,290,142,230.0,6.9,110,346.9,329.555,0.0,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.305,90,43.6305,479.9355,47.99355,527.92905,181.62405,87,0,20815,,6.54397129310345,2.6948073785,2.47230034724771,2.428363283147159,2.6469159786304037,142,55.90551181102362,290,8.554572271386432,527.92905,15,26.3964525,0,0,,569.3255025,,,6.54397129310345,
165,20832,PIQUE STRIPE,195,175,230.0,6.9,110,346.9,166.512,0.0,13.4,0.0,,0.0,168.0,0.0,0.0,0,0,0,347.912,90,43.7912,481.7032,48.17032,529.87352,181.96152,87,0,20832,INDIGO,6.56743903448276,2.24113857051724,2.05609043166719,2.93040293040293,3.1941391941391943,175,68.89763779527559,195,5.7522123893805315,529.87352,15,26.493676,0,0,,571.367196,,,6.56743903448276,
166,20848,PIQUE,210,215,225.0,6.75,110,341.75,341.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.75,90,43.175,474.925,47.4925,522.4175,180.6675,87,0,20848,,6.4774525862069,2.92456984267241,2.68309159878203,2.2148394241417497,2.414174972314507,215,84.64566929133858,210,6.1946902654867255,522.4175,15,26.120875,0,0,,563.538375,,,6.4774525862069,
167,20853,2/1 TWILL,300,140,225.0,6.75,110,341.75,181.1275,40.59,46.900000000000006,0.0,,0.0,0.0,0.0,0.0,0,0,0,268.6175,90,35.86175,394.47925,39.447925,433.927175,165.309675,87,0,20853,,5.40946590517241,2.27197568017241,2.08438135795634,2.380952380952381,2.5952380952380953,140,55.118110236220474,300,8.849557522123893,433.927175,15,21.69635875,0,0,,470.62353375,,,5.40946590517241,
168,20856,2/1 TWILL,300,140,225.0,6.75,110,341.75,181.1275,39.93,46.900000000000006,0.0,,0.0,0.0,0.0,0.0,0,0,0,267.9575,90,35.79575,393.75325,39.375325,433.128575,165.171075,87,0,20856,,5.39982762931034,2.26792760431034,2.08066752689022,2.380952380952381,2.5952380952380953,140,55.118110236220474,300,8.849557522123893,433.128575,15,21.65642875,0,0,,469.78500375,,,5.39982762931034,
169,20857,2/1 TWILL,320,144,245.0,7.35,110,362.35,210.163,35.089999999999996,43.550000000000004,0.0,,0.0,0.0,0.0,0.0,0,0,0,288.803,90,37.8803,416.6833,41.66833,458.35163,169.54863,87,0,20857,,5.70424381034483,2.6285155478069,2.41148215395128,2.1701388888888893,2.3654513888888893,144,56.69291338582677,320,9.43952802359882,458.35163,15,22.9175815,0,0,,496.2692115,,,5.70424381034483,
170,20858,2/1 TWILL,320,144,220.0,6.6,110,336.6,195.228,35.669999999999995,43.550000000000004,0.0,,0.0,0.0,0.0,0.0,0,0,0,274.448,90,36.4448,400.8928,40.08928,440.98208,166.53408,87,0,20858,,5.49461131034483,2.5319168918069,2.32285953376779,2.1701388888888893,2.3654513888888893,144,56.69291338582677,320,9.43952802359882,440.98208,15,22.049104,0,0,,478.031184,,,5.49461131034483,
171,20860,2/1 TWILL,320,144,320.0,9.6,110,439.6,254.968,35.669999999999995,43.550000000000004,0.0,,0.0,0.0,0.0,0.0,0,0,0,334.188,90,42.4188,466.6068,46.66068,513.26748,179.07948,87,0,20860,,6.36702131034483,2.9339234198069,2.69167286220816,2.1701388888888893,2.3654513888888893,144,56.69291338582677,320,9.43952802359882,513.26748,15,25.663374,0,0,,553.930854,,,6.36702131034483,
172,20861,2/1 TWILL,255,135,225.0,6.75,110,341.75,184.545,47.190000000000005,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,255.185,90,34.5185,379.7035,37.97035,417.67385,162.48885,87,0,20861,,5.2133050862069,1.79468027592672,1.64649566598782,2.904865649963689,3.1663035584604216,135,53.1496062992126,255,7.52212389380531,417.67385,15,20.8836925,0,0,,453.5575425,,,5.2133050862069,
173,20862,2/1 TWILL,255,135,225.0,6.75,110,341.75,184.545,47.97,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,255.965,90,34.5965,380.5615,38.05615,418.61765,162.65265,87,0,20862,,5.22469577586207,1.79860152084052,1.6500931383858,2.904865649963689,3.1663035584604216,135,53.1496062992126,255,7.52212389380531,418.61765,15,20.9308825,0,0,,454.5485325,,,5.22469577586207,
174,20863,2/1 TWILL,255,135,225.0,6.75,110,341.75,184.545,47.190000000000005,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,255.185,90,34.5185,379.7035,37.97035,417.67385,162.48885,87,0,20863,,5.2133050862069,1.79468027592672,1.64649566598782,2.904865649963689,3.1663035584604216,135,53.1496062992126,255,7.52212389380531,417.67385,15,20.8836925,0,0,,453.5575425,,,5.2133050862069,
175,20865,2/1 TWILL,275,142,225.0,6.75,110,341.75,136.7,0.0,13.8,77.28,,0.0,0.0,0.0,0.0,0,0,0,227.78,90,31.778,349.558,34.9558,384.5138,156.7338,87,0,20865,,4.8130975862069,1.87951460741379,1.72432532790256,2.560819462227913,2.791293213828425,142,55.90551181102362,275,8.112094395280236,384.5138,15,19.22569,0,0,,418.73949,,,4.8130975862069,
176,20868,2/1 TWILL,320,140,220.0,6.6,110,336.6,181.764,39.36,46.900000000000006,0.0,,0.0,0.0,0.0,0.0,0,0,0,268.024,90,35.8024,393.8264,39.38264,433.20904,165.18504,87,0,20868,,5.40079875862069,2.41955784386207,2.21977783840557,2.232142857142857,2.4330357142857144,140,55.118110236220474,320,9.43952802359882,433.20904,15,21.660452,0,0,,469.869492,,,5.40079875862069,
177,20871,PIQUE,200,215,225.0,6.75,110,341.75,341.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.75,90,43.175,474.925,47.4925,522.4175,180.6675,87,0,20871,,6.4774525862069,2.78530461206897,2.55532533217336,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,522.4175,15,26.120875,0,0,,563.538375,,,6.4774525862069,
178,20873,SINGLE JERSEY,180,165,225.0,6.75,110,341.75,341.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.75,90,43.175,474.925,47.4925,522.4175,180.6675,87,0,20873,,6.4774525862069,1.92380341810345,1.76495726431509,3.367003367003367,3.6700336700336704,165,64.96062992125984,180,5.3097345132743365,522.4175,15,26.120875,0,0,,563.538375,,,6.4774525862069,
179,20874,2/1 TWILL,320,140,285.0,8.55,110,403.55,225.988,36.9,46.900000000000006,0.0,,0.0,0.0,0.0,0.0,0,0,0,309.788,90,39.9788,439.7668,43.97668,483.74348,173.95548,87,0,20874,,6.01069717241379,2.69279233324138,2.47045168187283,2.232142857142857,2.4330357142857144,140,55.118110236220474,320,9.43952802359882,483.74348,15,24.187174,0,0,,522.930654,,,6.01069717241379,
180,20876,2/1 TWILL,340,142,320.0,9.6,110,439.6,250.572,38.13,40.199999999999996,0.0,,0.0,0.0,0.0,0.0,0,0,0,328.902,90,41.8902,460.7922,46.07922,506.87142,177.96942,87,0,20876,,6.28982748275862,3.03672870867586,2.78598964098703,2.071251035625518,2.2576636288318146,142,55.90551181102362,340,10.029498525073747,506.87142,15,25.343571,0,0,,547.214991,,,6.28982748275862,
181,20885,MINI TUCK TWILL,310,158,295.0,8.85,110,413.85,273.141,0.0,20.099999999999998,0.0,,0.0,0.0,49.84,0.0,0,0,0,343.081,90,43.3081,476.3891,47.63891,524.02801,180.94701,87,0,20885,,6.49688977586207,3.18217661221724,2.91942808460297,2.041649652919559,2.2253981216823195,158,62.204724409448815,310,9.144542772861357,524.02801,15,26.2014005,0,0,,565.2294105,,,6.49688977586207,
182,20887,3/1 TWILL,390,145,295.0,8.85,110,413.85,364.188,0.0,47.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,411.588,90,50.1588,551.7468,55.17468,606.92148,195.33348,87,0,20887,,7.49732820689655,4.239739101,3.8896689,1.7683465959328029,1.9274977895667553,145,57.08661417322835,390,11.504424778761063,606.92148,15,30.346074,0,0,,652.267554,,,7.49732820689655,
183,20888,3/1 TWILL,390,145,230.0,6.9,110,346.9,305.272,0.0,47.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,352.672,90,44.2672,486.9392,48.69392,535.63312,182.96112,87,0,20888,,6.63695144827586,3.753196044,3.44329912293578,1.7683465959328029,1.9274977895667553,145,57.08661417322835,390,11.504424778761063,535.63312,15,26.781656,0,0,,577.414776,,,6.63695144827586,
184,20889,3/1 TWILL,350,142,295.0,8.85,110,413.85,376.6035,0.0,30.15,0.0,,0.0,0.0,0.0,0.0,0,0,0,406.7535,90,49.67535,546.42885,54.642885,601.071735,194.318235,87,0,20889,,7.4267278362069,3.69108373459483,3.38631535283929,2.0120724346076457,2.193158953722334,142,55.90551181102362,350,10.32448377581121,601.071735,15,30.05358675,0,0,,646.12532175,,,7.4267278362069,
185,20890,SINGLE JERSEY,190,160,295.0,8.85,110,413.85,397.296,0.0,13.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,410.696,90,50.0696,550.7656,55.07656,605.84216,195.14616,87,0,20890,,7.48430193103448,2.27522778703448,2.08736494223347,3.289473684210526,3.585526315789474,160,62.99212598425197,190,5.6047197640118,605.84216,15,30.292108,0,0,,651.134268,,,7.48430193103448,
186,20891,SINGLE JERSEY,210,160,295.0,8.85,110,413.85,393.1575,0.0,17.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,410.9075,90,50.09075,550.99825,55.099825,606.098075,195.190575,87,0,20891,,7.48739056034483,2.51576322827586,2.30803965896868,2.9761904761904763,3.2440476190476195,160,62.99212598425197,210,6.1946902654867255,606.098075,15,30.30490375,0,0,,651.40297875,,,7.48739056034483,
187,20892,DOTTED FLEECE,370,185,285.0,8.55,110,403.55,282.485,0.0,23.450000000000003,0.0,,0.0,0.0,40.940000000000005,0.0,0,0,0,346.875,90,43.6875,480.5625,48.05625,528.61875,181.74375,87,0,20892,,6.55229525862069,4.48504610452586,4.11472119681272,1.4609203798392987,1.5924032140248356,185,72.83464566929133,370,10.914454277286136,528.61875,15,26.4309375,0,0,,570.0496875,,,6.55229525862069,
188,20896,2/1 TWILL,280,135,230.0,6.9,110,346.9,159.574,48.400000000000006,46.900000000000006,0.0,,0.0,0.0,0.0,0.0,0,0,0,254.874,90,34.4874,379.3614,37.93614,417.29754,162.42354,87,0,20896,,5.2087634137931,1.96891257041379,1.80634180771908,2.6455026455026456,2.8835978835978837,135,53.1496062992126,280,8.259587020648969,417.29754,15,20.864877,0,0,,453.162417,,,5.2087634137931,
189,20897,SINGLE JERSEY,235,175,285.0,8.55,110,403.55,391.4435,0.0,10.35,0.0,,0.0,0.0,0.0,0.0,0,0,0,401.7935,90,49.17935,540.97285,54.097285,595.070135,193.276635,87,0,20897,,7.35429473275862,3.02445370884698,2.77472817325411,2.43161094224924,2.650455927051672,175,68.89763779527559,235,6.932153392330384,595.070135,15,29.75350675,0,0,,639.82364175,,,7.35429473275862,
190,20897,SINGLE JERSEY,235,175,285.0,8.55,110,403.55,391.4435,0.0,10.35,0.0,,0.0,0.0,0.0,0.0,0,0,0,401.7935,90,49.17935,540.97285,54.097285,595.070135,193.276635,87,0,20897,,7.35429473275862,3.02445370884698,2.77472817325411,2.43161094224924,2.650455927051672,175,68.89763779527559,235,6.932153392330384,595.070135,15,29.75350675,0,0,,639.82364175,,,7.35429473275862,
191,20899,PIQUE STRIPE,200,215,225.0,6.75,110,341.75,259.73,0.0,0.0,0.0,,0.0,82.8,0.0,0.0,0,0,0,342.53,90,43.253,475.783,47.5783,523.3613,180.8313,87,0,20899,,6.48884327586207,2.79020260862069,2.55981890699146,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,523.3613,15,26.168065,0,0,,564.529365,,,6.48884327586207,
192,20900,PIQUE STRIPE,200,215,,#VALUE!,110,#VALUE!,#VALUE!,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,#VALUE!,90,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,87,0,20900,,#VALUE!,#VALUE!,#VALUE!,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,#VALUE!,15,#VALUE!,0,#VALUE!,,#VALUE!,,,#VALUE!,
193,20902,PIQUE STRIPE,200,215,225.0,6.75,110,341.75,269.9825,0.0,0.0,0.0,,0.0,72.45,0.0,0.0,0,0,0,342.4325,90,43.24325,475.67575,47.567575,523.243325,180.810825,87,0,20902,,6.48741943965517,2.78959035905172,2.5592572101392,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,523.243325,15,26.16216625,0,0,,564.40549125,,,6.48741943965517,
194,20903,PIQUE STRIPE,200,215,225.0,6.75,110,341.75,256.3125,0.0,0.0,0.0,,0.0,86.25,0.0,0.0,0,0,0,342.5625,90,43.25625,475.81875,47.581875,523.400625,180.838125,87,0,20903,,6.48931788793103,2.79040669181034,2.56000613927555,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,523.400625,15,26.17003125,0,0,,564.57065625,,,6.48931788793103,
195,20912,PIQUE STRIPE,200,215,225.0,6.75,110,341.75,276.8175,0.0,0.0,0.0,,0.0,65.55,0.0,0.0,0,0,0,342.3675,90,43.23675,475.60425,47.560425,523.164675,180.797175,87,0,20912,,6.48647021551724,2.78918219267241,2.55888274557102,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,523.164675,15,26.15823375,0,0,,564.32290875,,,6.48647021551724,
196,20913,PIQUE STRIPE,200,215,225.0,6.75,110,341.75,215.3025,0.0,0.0,0.0,,0.0,127.64999999999999,0.0,0.0,0,0,0,342.9525,90,43.29525,476.24775,47.624775,523.872525,180.920025,87,0,20913,,6.49501323275862,2.79285569008621,2.56225292668459,2.3255813953488373,2.534883720930233,215,84.64566929133858,200,5.899705014749263,523.872525,15,26.19362625,0,0,,565.06615125,,,6.49501323275862,
