sr_no,dev_sorts,structure,finish_gsm,finish_width,oeactiva,oeactiva_2,oeactiva_3,kia,kia_2,kia_3,swift,classic,classic_2,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,local_cost,sales_price,export_cost_inr,export_price_fc,price_usdkg,price_usdmtrs,price_usdyds,col_118,col_119,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_133,col_134,col_135,col_136,col_137,col_138,col_139,col_140,col_141,col_142,col_143,col_144,col_145,col_146,col_147,col_148,col_149,col_150,col_151,col_152,col_153,col_154,col_155,col_156,col_157,col_158,col_159,col_160,col_161,col_162,col_163,col_164,col_165,col_166,col_167,col_168,col_169
144.0,20765,SINGLE JERSEY STRIPE,185.0,165.0,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,100.0,96.0,0.0,0.0,4.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s REACTIVE+40D WHITE SPANDEX,542.0668,596.27348,641.087154,7.36881786206896,7.36881786206896,2.24933165239655,2.06360702054729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,20766,SINGLE JERSEY STRIPE,185.0,165.0,,,,,,,56.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,100.0,96.0,0.0,0.0,4.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s DEZIRE+30s REACTIVE+40D WHITE SPANDEX,545.3294,599.86234,644.855457,7.41213168965517,7.41213168965517,2.26255319826724,2.07573687914426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,20768,SINGLE JERSEY STRIPE,185.0,165.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,100.0,96.0,0.0,0.0,4.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s REACTIVE+40D WHITE SPANDEX,522.4912,574.74032,618.477336,7.10893489655172,7.10893489655172,2.17000237717241,1.99082786896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,20771,SINGLE JERSEY STRIPE,185.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s REACTIVE+40D WHITE SPANDEX,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,20772,SINGLE JERSEY STRIPE,185.0,165.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,100.0,96.0,0.0,0.0,4.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s REACTIVE+40D WHITE SPANDEX,522.4912,574.74032,618.477336,7.10893489655172,7.10893489655172,2.17000237717241,1.99082786896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,20773,3/1 TWILL,310.0,140.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30.0,0.0,65.0,5.0,,,,,,,,65%TENCEL+30%COTTON+5%ELASTANE,BLACK,30s SUL. BLACK TENCEL(LYOCELL)+30s SUL. BLACK+40D WHITE SPANDEX,479.9355,527.92905,569.3255025,6.54397129310345,6.54397129310345,2.8400835412069,2.60558123046504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,20774,3/1 TWILL,390.0,142.0,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34.0,0.0,58.0,8.0,,,,,,,,57%TENCEL+36%COTTON+7%ELASTANE,BLACK,30s SUL. BLACK TENCEL(LYOCELL)+20s SUL. BLACK+70DWHITE SPANDEX,469.1192,516.03112,556.832676,6.4003755862069,6.4003755862069,3.54452799964138,3.25186055012971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,20776,FRENCH TERRY,250.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,14.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,14.0,82.0,4.0,,,,,,,,82%TENCEL+14%POLY+4%ELASTANE,BLACK,30s SUL. BLACK TENCEL(LYOCELL)+80D WHITE POLY+20D WHITE SPANDEX,506.8547,557.54017,600.4171785,6.90134687931034,6.90134687931034,2.76053875172414,2.53260435937994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,20791,FRENCH TERRY,360.0,165.0,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,63.0,33.0,0.0,4.0,,,,,,,,63%COTTON+33%POLY+4%ELASTANE,INDIGO,24s INDIGO+300D WHITE POLY+40D WHITE SPANDEX,440.10505,484.115555,523.32133275,6.01518773275862,6.01518773275862,3.57302151325862,3.27800138831066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,20792,FRENCH TERRY,200.0,195.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,100%COTTON,INDIGO,24s INDIGO,554.235,609.6585,655.141425,7.53036120689655,7.53036120689655,2.93684087068966,2.69434942265106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,20793,SINGLE JERSEY,155.0,155.0,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,INDIGO,30s INDIGO,565.565,622.1215,668.227575,7.68077672413793,7.68077672413793,1.84530660797414,1.69294184217811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,20794,FRENCH TERRY,210.0,188.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,INDIGO,24s INDIGO,554.235,609.6585,655.141425,7.53036120689655,7.53036120689655,2.97298660448276,2.72751064631446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,20795,PIQUE,200.0,235.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,INDIGO,20s INDIGO,542.905,597.1955,642.055275,7.37994568965517,7.37994568965517,3.46857447413793,3.1821784166403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,20797,DOTTED FLEECE STRIPE,320.0,175.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,100.0,75.0,20.0,0.0,5.0,,,,,,,,75%COTTON+20%POLY+5%ELASTANE,INDIGO,20s INDIGO+150D WHITE POLY+30s REACTIVE+40D WHITE SPANDEX,474.68135,522.149485,563.25695925,6.47421792241379,6.47421792241379,3.62556203655172,3.32620370325846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,20798,DOTTED FLEECE STRIPE,320.0,175.0,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,100.0,75.0,20.0,0.0,5.0,,,,,,,,75%COTTON+20%POLY+5%ELASTANE,BLACK,20s SUL. BLACK+150D WHITE POLY+30s REACTIVE+40D WHITE SPANDEX,425.3392,467.87312,506.266776,5.81915834482759,5.81915834482759,3.25872867310345,2.98965933312243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,20802,FRENCH TERRY,310.0,152.0,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,81.0,13.0,0.0,6.0,,,,,,,,81%COTTON+13%POLY+6%ELASTANE,BLACK,30s SUL. BLACK+80D BLACK POLY+40D WHITE SPANDEX,447.5009,492.25099,531.8635395,6.11337401724138,6.11337401724138,2.88062183692414,2.64277232745334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,20804,FRENCH TERRY,280.0,180.0,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,68.0,27.0,0.0,5.0,,,,,,,,68%COTTON+27%POLY+5%ELASTANE,INDIGO,30s INDIGO+200D WHITE POLY+40D WHITE SPANDEX,467.3592,514.09512,554.799876,6.37701006896552,6.37701006896552,3.21401307475862,2.9486358484024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,20806,FRENCH TERRY,340.0,168.0,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,59.0,36.0,0.0,5.0,,,,,,,,59%COTTON+36%POLY+5%ELASTANE,INDIGO,30s INDIGO+300D MILANGE+40D WHITE SPANDEX,437.05035,480.755385,519.79315425,5.97463395689655,5.97463395689655,3.41271091617931,3.13092744603606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,20809,2/1 TUCK TWILL,310.0,165.0,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,75.0,19.0,0.0,6.0,,,,,,,,75%COTTON+19%POLY+6%ELASTANE,INDIGO,24s INDIGO+150D WHITE POLY+40D WHITE SPANDEX,490.12425,539.136675,581.09350875,6.67923573275862,6.67923573275862,3.41642907730603,3.13433860303306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,20813,FRENCH TERRY,350.0,165.0,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,100.0,65.0,0.0,0.0,9.0,,,,,,,,91% SR COTTON+9%ELASTANE,INDIGO,30s INDIGO+28s RECYCLED REACTIVE DYED BLACK+70D WHITE SPANDEX,501.21225,551.333475,593.90014875,6.82643849137931,6.82643849137931,3.94226822877155,3.61675984290968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,20815,3/1 TWILL,290.0,142.0,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29.0,0.0,66.0,5.0,,,,,,,,95%TENCEL+5%ELASTANE,INDIGO,30s INDIGO TENCEL(LYOCELL)+30s SUL.BLACK+40D WHITE SPANDEX,479.9355,527.92905,569.3255025,6.54397129310345,6.54397129310345,2.6948073785,2.47230034724771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,20832,PIQUE STRIPE,195.0,175.0,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,100.0,96.0,0.0,0.0,4.0,,,,,,,,96%COTTON+4%ELASTANE,INDIGO,30s INDIGO+30s REACTIVE+40D WHITE SPANDEX,522.4912,574.74032,618.477336,7.10893489655172,7.10893489655172,2.42592403344828,2.22561837931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,20848,PIQUE,210.0,215.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,BLACK,24s SUL. BLACK,474.925,522.4175,563.538375,6.4774525862069,6.4774525862069,2.92456984267241,2.68309159878203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,20853,2/1 TWILL,300.0,140.0,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,53.0,33.0,0.0,14.0,,,,,,,,53%COTTON+33%POLY+14%ELASTANE,INDIGO,24s INDIGO+80D WHITE POLY+70D WHITE SPANDEX,436.51355,480.164905,519.17315025,5.96750747413793,5.96750747413793,2.50635313913793,2.29940654966783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,20856,2/1 TWILL,300.0,140.0,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,53.0,33.0,0.0,14.0,,,,,,,,53%COTTON+33%POLY+14%ELASTANE,BLACK,24s SUL.BLACK+80D BLACK POLY+70D WHITE SPANDEX,393.75325,433.128575,469.78500375,5.39982762931034,5.39982762931034,2.26792760431034,2.08066752689022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,20857,2/1 TWILL,320.0,144.0,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,58.0,29.0,0.0,13.0,,,,,,,,58%COTTON+29%POLY+13%ELASTANE,BLACK,20s SUL.BLACK+80D BLACK POLY+70D WHITE SPANDEX,416.6833,458.35163,496.2692115,5.70424381034483,5.70424381034483,2.6285155478069,2.41148215395128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,20858,2/1 TWILL,320.0,144.0,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,58.0,29.0,0.0,13.0,,,,,,,,58%COTTON+29%POLY+13%ELASTANE,BLACK,20s SUL.BLACK+80D WHITE POLY+70D WHITE SPANDEX,400.8928,440.98208,478.031184,5.49461131034483,5.49461131034483,2.5319168918069,2.32285953376779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,20860,2/1 TWILL,320.0,144.0,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,58.0,29.0,0.0,13.0,,,,,,,,58%COTTON+29%POLY+13%ELASTANE,INDIGO,20s INDIGO+80D WHITE POLY+70D WHITE SPANDEX,466.6068,513.26748,553.930854,6.36702131034483,6.36702131034483,2.9339234198069,2.69167286220816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,20861,2/1 TWILL,255.0,135.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54.0,39.0,0.0,7.0,,,,,,,,54%COTTON+39%POLY+7%ELASTANE,INDIGO,24s INDIGO+80D BLACK POLY+40D WHITE SPANDEX,422.5309,464.78399,503.0231895,5.78187574137931,5.78187574137931,1.99041072396983,1.82606488437599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,20862,2/1 TWILL,255.0,135.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54.0,39.0,0.0,7.0,,,,,,,,54%COTTON+39%POLY+7%ELASTANE,INDIGO,24s INDIGO+80D WHITE POLY+40D WHITE SPANDEX,423.3889,465.72779,504.0141795,5.79326643103448,5.79326643103448,1.99433196888362,1.82966235677396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,20863,2/1 TWILL,255.0,135.0,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54.0,39.0,0.0,7.0,,,,,,,,54%COTTON+39%POLY+7%ELASTANE,BLACK,24s SUL.BLACK+80D BLACK POLY+40D WHITE SPANDEX,379.7035,417.67385,453.5575425,5.2133050862069,5.2133050862069,1.79468027592672,1.64649566598782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,20865,2/1 TWILL,275.0,142.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40.0,56.0,0.0,4.0,,,,,,,,40%COTTON+56%POLY+4%ELASTANE,BLACK,24s SUL.BLACK+160D MILANGE POLY+30D WHITE SPANDEX,349.558,384.5138,418.73949,4.8130975862069,4.8130975862069,1.87951460741379,1.72432532790256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,20868,2/1 TWILL,320.0,140.0,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54.0,32.0,0.0,14.0,,,,,,,,54%COTTON+32%POLY+14%ELASTANE,BLACK,20s SUL.BLACK+80D WHITE POLY+70D WHITE SPANDEX,393.8264,433.20904,469.869492,5.40079875862069,5.40079875862069,2.41955784386207,2.21977783840557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,20871,PIQUE,200.0,215.0,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,INDIGO,24s INDIGO,554.235,609.6585,655.141425,7.53036120689655,7.53036120689655,3.23805531896552,2.97069295317937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,20873,SINGLE JERSEY,180.0,165.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0,0.0,0.0,,,,,,,,100%COTTON,BLACK,24s SUL.BLACK,474.925,522.4175,563.538375,6.4774525862069,6.4774525862069,1.92380341810345,1.76495726431509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,20874,2/1 TWILL,320.0,140.0,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,56.0,30.0,0.0,14.0,,,,,,,,56%COTTON+30%POLY+14%ELASTANE,INDIGO,20s INDIGO+80D WHITE POLY+70D WHITE SPANDEX,439.7668,483.74348,522.930654,6.01069717241379,6.01069717241379,2.69279233324138,2.47045168187283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,20876,2/1 TWILL,340.0,142.0,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57.0,31.0,0.0,12.0,,,,,,,,57%COTTON+31%POLY+12%ELASTANE,INDIGO,20s INDIGO+80D WHITE POLY+70D WHITE SPANDEX,460.7922,506.87142,547.214991,6.28982748275862,6.28982748275862,3.03672870867586,2.78598964098703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,20885,MINI TUCK TWILL,310.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,100.0,0.0,28.0,66.0,6.0,,,,,,,,66%TENCEL+28%KOOLTEX POLY+6%ELASTANE,INDIGO,30s INDIGO TENCEL+2/100 KOOLTEX POLY+40D WHITE SPANDEX,476.3891,524.02801,565.2294105,6.49688977586207,6.49688977586207,3.18217661221724,2.91942808460297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,20887,3/1 TWILL,390.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,88.0,12.0,,,,,,,,88%TENCEL+12%ELASTANE,INDIGO,30s INDIGO TENCEL+105D WHITE SPANDEX,551.7468,606.92148,652.267554,7.49732820689655,7.49732820689655,4.239739101,3.8896689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,20888,3/1 TWILL,390.0,145.0,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26.0,0.0,62.0,12.0,,,,,,,,62%TENCEL+26%COTTON+12%ELASTANE,INDIGO,30s INDIGO TENCEL+30s SUL. BLACK+105D WHITE SPANDEX,486.9392,535.63312,577.414776,6.63695144827586,6.63695144827586,3.753196044,3.44329912293578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,20889,3/1 TWILL,350.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,91.0,9.0,,,,,,,,91%TENCEL+9%ELASTANE,INDIGO,30s INDIGO TENCEL+70D WHITE SPANDEX,546.42885,601.071735,646.12532175,7.4267278362069,7.4267278362069,3.69108373459483,3.38631535283929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,20890,SINGLE JERSEY,190.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,96.0,4.0,,,,,,,,94%TENCEL+6%ELASTANE,INDIGO,30s INDIGO TENCEL+40D WHITE SPANDEX,550.7656,605.84216,651.134268,7.48430193103448,7.48430193103448,2.27522778703448,2.08736494223347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,20891,SINGLE JERSEY,210.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,95.0,5.0,,,,,,,,95%TENCEL+5%ELASTANE,INDIGO,30s INDIGO TENCEL+20D WHITE SPANDEX,550.99825,606.098075,651.40297875,7.48739056034483,7.48739056034483,2.51576322827586,2.30803965896868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
